tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0030858	movie	They Drive by Night	They Drive by Night	0	1938	\N	84	Crime,Thriller
tt0030859	short	They Live Again	They Live Again	0	1938	\N	10	Documentary,Drama,News
tt0030860	short	They're Always Caught	They're Always Caught	0	1938	\N	22	Crime,Short
tt0030861	short	Think It Over	Think It Over	0	1938	\N	19	Crime,Drama,Short
tt0030862	movie	This Marriage Business	This Marriage Business	0	1938	\N	71	Adventure,Comedy,Crime
tt0030863	movie	Thistledown	Thistledown	0	1938	\N	78	Musical,Romance
tt0030864	movie	Three Blind Mice	Three Blind Mice	0	1938	\N	75	Comedy
tt0030865	movie	Three Comrades	Three Comrades	0	1938	\N	98	Drama,Romance
tt0030866	short	Three Little Sew and Sews	Three Little Sew and Sews	0	1939	\N	19	Comedy,Short
tt0030867	movie	Three Loves Has Nancy	Three Loves Has Nancy	0	1938	\N	70	Comedy
tt0030868	short	Three Missing Links	Three Missing Links	0	1938	\N	18	Adventure,Comedy,Short
tt0030869	short	Betty Boop- Thrills and Chills	Thrills and Chills	0	1938	\N	6	Animation,Short,Sport
tt0030870	movie	Thunder in the Desert	Thunder in the Desert	0	1938	\N	56	Western
tt0030871	movie	The Tiger of Eschnapur	Der Tiger von Eschnapur	0	1938	\N	96	Drama
tt0030872	short	Timber Toppers	Timber Toppers	0	1938	\N	\N	Short
tt0030873	movie	Time Out for Murder	Time Out for Murder	0	1938	\N	61	Crime,Mystery
tt0030874	short	Time Out for Trouble	Time Out for Trouble	0	1938	\N	19	Comedy,Short
tt0030875	movie	Tip-Off Girls	Tip-Off Girls	0	1938	\N	61	Action,Adventure,Crime
tt0030876	movie	The Loves of a Kabuki Actor	Tojuro no koi	0	1938	\N	121	\N
tt0030878	movie	Tom Sawyer, Detective	Tom Sawyer, Detective	0	1938	\N	68	Comedy,Mystery
tt0030879	movie	Too Hot to Handle	Too Hot to Handle	0	1938	\N	107	Adventure,Comedy,Drama
tt0030880	movie	Too Many Husbands	Too Many Husbands	0	1938	\N	59	Drama
tt0030881	movie	Too Much Johnson	Too Much Johnson	0	1938	\N	67	Comedy
tt0030882	movie	Torchy Blane in Chinatown	Torchy Blane in Chinatown	0	1939	\N	58	Action,Comedy,Crime
tt0030883	movie	Torchy Blane in Panama	Torchy Blane in Panama	0	1938	\N	59	Comedy,Crime,Mystery
tt0030884	movie	Torchy Gets Her Man	Torchy Gets Her Man	0	1938	\N	63	Comedy,Crime,Mystery
tt0030885	movie	Il torrente	Il torrente	0	1938	\N	70	\N
tt0030886	movie	Touchdown, Army	Touchdown, Army	0	1938	\N	70	Comedy,Sport
tt0030887	movie	The Toy Wife	The Toy Wife	0	1938	\N	96	Drama,History,Romance
tt0030888	movie	Trade Winds	Trade Winds	0	1938	\N	93	Drama
tt0030889	movie	Trailing Trouble	Trailing Trouble	0	1937	\N	57	Western
tt0030890	movie	The Three Wishes	I tre desideri	0	1937	\N	78	Comedy,Romance
tt0030891	movie	Tre fratelli in gamba	Tre fratelli in gamba	0	1939	\N	70	Comedy
tt0030892	movie	Tri geroini	Tri geroini	0	1938	\N	\N	Documentary
tt0030893	movie	Trigger Pals	Trigger Pals	0	1939	\N	55	Western
tt0030894	movie	A Trip to Paris	A Trip to Paris	0	1938	\N	64	Adventure,Comedy
tt0030895	movie	Trois minutes - les saisons	Trois minutes - les saisons	0	1938	\N	\N	\N
tt0030896	movie	Three Waltzes	Les trois valses	0	1938	\N	90	Musical
tt0030897	movie	Tropic Holiday	Tropic Holiday	0	1938	\N	78	Comedy,Music,Romance
tt0030898	movie	Trouble at Midnight	Trouble at Midnight	0	1937	\N	69	Action,Crime,Drama
tt0030899	movie	Tsuruhachi and Tsurujiro	Tsuruhachi Tsurujirô	0	1938	\N	88	Drama
tt0030900	movie	Tulitikkuja lainaamassa	Tulitikkuja lainaamassa	0	1938	\N	77	Comedy
tt0030901	movie	All of Life in One Night	Tutta la vita in una notte	0	1938	\N	70	\N
tt0030902	movie	Två år i varje klass	Två år i varje klass	0	1938	\N	71	Comedy
tt0030903	movie	Two Gun Justice	Two Gun Justice	0	1938	\N	57	Action,Adventure,Crime
tt0030904	movie	Two Sisters	Two Sisters	0	1938	\N	79	Drama
tt0030905	movie	Jack of All Trades	Jack of All Trades	0	1936	\N	76	Comedy
tt0030906	movie	L'ultima carta	L'ultima carta	0	1938	\N	81	Crime
tt0030907	movie	L'ultimo scugnizzo	L'ultimo scugnizzo	0	1938	\N	75	Comedy
tt0030908	movie	Die Umwege des schönen Karl	Die Umwege des schönen Karl	0	1938	\N	101	Comedy
tt0030909	movie	Unashamed: A Romance	Unashamed: A Romance	0	1938	\N	66	Drama,Romance
tt0030910	movie	Under Western Stars	Under Western Stars	0	1938	\N	65	Adventure,Western
tt0030911	movie	Under the Big Top	Under the Big Top	0	1938	\N	64	Action,Drama,Romance
tt0030912	movie	Ungen	Ungen	0	1938	\N	100	Drama
tt0030913	movie	Der unmögliche Herr Pitt	Der unmögliche Herr Pitt	0	1938	\N	92	\N
tt0030914	movie	Finale	Finale	0	1938	\N	95	Comedy
tt0030916	short	Unusual Occupations	Unusual Occupations	0	1938	\N	10	Documentary,Short
tt0030917	short	Unusual Occupations	Unusual Occupations	0	1938	\N	11	Documentary,Short
tt0030918	short	Unusual Occupations	Unusual Occupations	0	1938	\N	11	Documentary,Short
tt0030919	short	Unusual Occupations	Unusual Occupations	0	1938	\N	10	Documentary,Short
tt0030920	movie	Up the River	Up the River	0	1938	\N	75	Comedy
tt0030921	movie	Utah Trail	Utah Trail	0	1938	\N	56	Western
tt0030922	movie	Vacation from Love	Vacation from Love	0	1938	\N	66	Comedy
tt0030923	movie	Vachan	Vachan	0	1938	\N	\N	\N
tt0030924	movie	Vadertje Langbeen	Vadertje Langbeen	0	1938	\N	89	Comedy,Romance
tt0030925	movie	Valley of the Giants	Valley of the Giants	0	1938	\N	79	Adventure
tt0030926	movie	The Widow	La vedova	0	1939	\N	93	Drama
tt0030927	movie	Forty Years	Veertig jaren	0	1938	\N	85	Drama
tt0030928	movie	They Wanted Peace	Diadi gantiadi	0	1938	\N	87	Drama,History,War
tt0030930	movie	Verklungene Melodie	Verklungene Melodie	0	1938	\N	98	Drama
tt0030931	movie	Verliebtes Abenteuer	Verliebtes Abenteuer	0	1938	\N	\N	\N
tt0030932	movie	Covered Tracks	Verwehte Spuren	0	1938	\N	81	Drama
tt0030933	movie	The Beachcomber	Vessel of Wrath	0	1938	\N	92	Drama
tt0030934	movie	We from the Theatre	Vi som går scenvägen	0	1938	\N	90	Comedy
tt0030935	movie	Viagem ao Brasil	Viagem ao Brasil	0	1938	\N	\N	Documentary
tt0030936	movie	Race Suicide	Race Suicide	0	1938	\N	70	Drama
tt0030937	short	La vie d'un homme	La vie d'un homme	0	1937	\N	42	Documentary,Short
tt0030938	movie	The Four Companions	Die vier Gesellen	0	1938	\N	96	Drama,Romance
tt0030939	movie	Vieras mies tuli taloon	Vieras mies tuli taloon	0	1938	\N	106	Crime,Drama
tt0030940	movie	Vindimas	Vindimas	0	1938	\N	\N	\N
tt0030941	movie	Vingar kring fyren	Vingar kring fyren	0	1938	\N	94	Drama
tt0030942	short	Violent Is the Word for Curly	Violent Is the Word for Curly	0	1938	\N	18	Comedy,Short
tt0030943	movie	The Viper	The Viper	0	1938	\N	75	Comedy,Crime
tt0030944	movie	Vivacious Lady	Vivacious Lady	0	1938	\N	90	Comedy,Romance
tt0030945	movie	La voce senza volto	La voce senza volto	0	1939	\N	66	Comedy,Musical
tt0030946	movie	I Want to Live with Joy	Voglio vivere con Letizia	0	1938	\N	85	Comedy
tt0030947	movie	Volga - Volga	Volga - Volga	0	1938	\N	104	Comedy,Musical
tt0030948	movie	Les bateliers de la Volga	Les bateliers de la Volga	0	1936	\N	91	Drama
tt0030949	movie	Volochayevskiye dni	Volochayevskiye dni	0	1938	\N	107	Drama,History,War
tt0030950	short	Voluntad - Falange en la Argentina	Voluntad - Falange en la Argentina	0	1938	\N	9	Documentary,Short,War
tt0030951	movie	Slipper Episode	Le voyage imprévu	0	1935	\N	87	Comedy,Romance
tt0030952	movie	Vragi	Vragi	0	1938	\N	80	Drama
tt0030953	movie	Walking Down Broadway	Walking Down Broadway	0	1938	\N	75	Drama
tt0030954	movie	Wanted by the Police	Wanted by the Police	0	1938	\N	59	Action,Crime,Drama
tt0030955	movie	War es der im 3. Stock?	War es der im 3. Stock?	0	1939	\N	\N	\N
tt0030956	movie	We're Going to Be Rich	We're Going to Be Rich	0	1938	\N	78	Comedy,Drama,History
tt0030957	short	Wee Wee Monsieur	Wee Wee Monsieur	0	1938	\N	18	Comedy,Short
tt0030958	movie	The Novel of Werther	Le roman de Werther	0	1938	\N	85	Drama,Romance
tt0030959	movie	West of Rainbow's End	West of Rainbow's End	0	1938	\N	57	Western
tt0030960	movie	Western Jamboree	Western Jamboree	0	1938	\N	56	Western
tt0030961	movie	Western Trails	Western Trails	0	1938	\N	58	Western
tt0030962	short	The Whalers	The Whalers	0	1938	\N	8	Animation,Comedy,Family
tt0030963	short	What Price Porky	What Price Porky	0	1938	\N	7	Animation,Comedy,Family
tt0030964	short	What Price Safety!	What Price Safety!	0	1938	\N	20	Crime,Drama,Short
tt0030965	short	What a Lion!	What a Lion!	0	1938	\N	9	Animation,Comedy,Family
tt0030966	movie	What a Man!	What a Man!	0	1938	\N	74	\N
tt0030967	movie	When G-Men Step In	When G-Men Step In	0	1938	\N	60	Action,Crime,Drama
tt0030968	movie	When Were You Born	When Were You Born	0	1938	\N	65	Comedy,Crime,Film-Noir
tt0030969	movie	Where the Buffalo Roam	Where the Buffalo Roam	0	1938	\N	61	Western
tt0030970	movie	Where the West Begins	Where the West Begins	0	1938	\N	54	Western
tt0030971	movie	While New York Sleeps	While New York Sleeps	0	1938	\N	63	Crime,Drama
tt0030972	movie	Whirlwind Horseman	Whirlwind Horseman	0	1938	\N	57	Western
tt0030973	movie	White Banners	White Banners	0	1938	\N	92	Drama
tt0030974	movie	Who Killed Gail Preston?	Who Killed Gail Preston?	0	1938	\N	61	Crime,Drama,Mystery
tt0030975	short	Wholly Smoke	Wholly Smoke	0	1938	\N	7	Animation,Comedy,Family
tt0030976	movie	Why Pick on Me?	Why Pick on Me?	0	1937	\N	64	Comedy
tt0030977	movie	Wide Open Faces	Wide Open Faces	0	1938	\N	67	Comedy
tt0030978	movie	The Great Adventures of Wild Bill Hickok	The Great Adventures of Wild Bill Hickok	0	1938	\N	\N	Western
tt0030979	movie	Windmill Revels	Windmill Revels	0	1937	\N	47	Music
tt0030980	short	The Winning Ticket	The Winning Ticket	0	1938	\N	9	Animation,Comedy,Family
tt0030981	movie	Wives Under Suspicion	Wives Under Suspicion	0	1938	\N	69	Crime,Drama,Romance
tt0030982	movie	Wolves of the Sea	Wolves of the Sea	0	1936	\N	65	Adventure
tt0030983	movie	Woman Against Woman	Woman Against Woman	0	1938	\N	61	Drama,Romance
tt0030984	movie	Woman Against the World	Woman Against the World	0	1937	\N	66	Crime,Drama
tt0030985	movie	Women Are Like That	Women Are Like That	0	1938	\N	79	Drama
tt0030986	movie	Women in Prison	Women in Prison	0	1938	\N	59	Action,Crime,Drama
tt0030987	short	The Wrong Way Out	The Wrong Way Out	0	1938	\N	17	Crime,Drama,Short
tt0030988	short	Wynken, Blynken & Nod	Wynken, Blynken & Nod	0	1938	\N	8	Animation,Family,Fantasy
tt0030989	movie	A Yank at Oxford	A Yank at Oxford	0	1938	\N	102	Drama,Romance,Sport
tt0030990	movie	Yellow Jack	Yellow Jack	0	1938	\N	83	Drama,History,Mystery
tt0030991	movie	Yellow Sands	Yellow Sands	0	1938	\N	68	Comedy,Drama
tt0030992	movie	If War Comes Tomorrow	Yesli zavtra voyna	0	1938	\N	66	Drama,War
tt0030993	movie	You Can't Take It with You	You Can't Take It with You	0	1938	\N	126	Comedy,Drama,Romance
tt0030994	short	You Leave Me Breathless	You Leave Me Breathless	0	1938	\N	8	Animation,Music,Short
tt0030995	short	You Took the Words Right Out of My Heart	You Took the Words Right Out of My Heart	0	1938	\N	7	Animation,Music,Short
tt0030996	movie	You and Me	You and Me	0	1938	\N	94	Crime,Film-Noir,Romance
tt0030997	movie	You're Only Young Once	You're Only Young Once	0	1937	\N	78	Comedy,Family,Romance
tt0030998	movie	You're Only Young Twice	You're Only Young Twice	0	1952	\N	81	Comedy
tt0030999	short	You're an Education	You're an Education	0	1938	\N	6	Animation,Comedy,Family
tt0031000	movie	Young Dr. Kildare	Young Dr. Kildare	0	1938	\N	82	Drama
tt0031001	movie	Young Fugitives	Young Fugitives	0	1938	\N	68	Crime,Drama,History
tt0031002	movie	The Young in Heart	The Young in Heart	0	1938	\N	90	Comedy,Drama
tt0031003	movie	Youth Takes a Fling	Youth Takes a Fling	0	1938	\N	77	Comedy,Romance
tt0031004	movie	Yvette	Yvette	0	1938	\N	98	Drama
tt0031005	movie	Zapomniana melodia	Zapomniana melodia	0	1938	\N	80	Comedy,Musical,Romance
tt0031007	movie	Zarzuela en el Liceo	Zarzuela en el Liceo	0	1938	\N	45	Documentary
tt0031008	movie	Znachor	Znachor	0	1937	\N	100	Drama,Romance
tt0031009	movie	Two Friends	Zwei Frauen	0	1938	\N	82	Drama,Romance
tt0031010	movie	Bargekeepers Daughter	Éducation de prince	0	1938	\N	90	Comedy
tt0031011	movie	$1000 a Touchdown	$1000 a Touchdown	0	1939	\N	71	Comedy,Romance,Sport
tt0031012	movie	On Dress Parade	On Dress Parade	0	1939	\N	62	Action,Comedy,Drama
tt0031013	movie	20, 000 Men a Year	20,000 Men a Year	0	1939	\N	84	Action,Adventure,Drama
tt0031014	movie	6, 000 Enemies	6,000 Enemies	0	1939	\N	62	Crime,Drama,Romance
tt0031015	short	A Ducking They Did Go	A Ducking They Did Go	0	1939	\N	17	Comedy,Short
tt0031016	movie	Another Experience	Das Abenteuer geht weiter	0	1939	\N	93	\N
tt0031017	movie	Cardinal Messias	Abuna Messias (Vendetta africana)	0	1939	\N	96	Drama,History,War
tt0031018	movie	Across the Plains	Across the Plains	0	1939	\N	59	Western
tt0031019	movie	Adolf i eld och lågor	Adolf i eld och lågor	0	1939	\N	91	Comedy
tt0031020	movie	The Adventures of Huckleberry Finn	The Adventures of Huckleberry Finn	0	1939	\N	91	Adventure,Drama,Family
tt0031021	movie	The Adventures of Jane Arden	The Adventures of Jane Arden	0	1939	\N	58	Drama
tt0031022	movie	The Adventures of Sherlock Holmes	The Adventures of Sherlock Holmes	0	1939	\N	85	Crime,Mystery,Thriller
tt0031023	movie	The Adventures of the Masked Phantom	The Adventures of the Masked Phantom	0	1939	\N	60	Western
tt0031024	movie	Ai vostri ordini, signora...	Ai vostri ordini, signora...	0	1939	\N	70	Comedy
tt0031025	short	Aladdin and His Wonderful Lamp	Aladdin and His Wonderful Lamp	0	1939	\N	22	Adventure,Animation,Comedy
tt0031026	movie	Alarm auf Station III	Alarm auf Station III	0	1939	\N	96	Crime
tt0031027	movie	L'albergo degli assenti	L'albergo degli assenti	0	1939	\N	90	Mystery,Thriller
tt0031029	short	Alfalfa's Aunt	Alfalfa's Aunt	0	1939	\N	10	Comedy,Family,Short
tt0031030	movie	Bulldog Sees It Through	Bulldog Sees It Through	0	1940	\N	77	Mystery
tt0031031	movie	All Women Have Secrets	All Women Have Secrets	0	1939	\N	66	Comedy
tt0031032	movie	All at Sea	All at Sea	0	1940	\N	76	Comedy
tt0031033	movie	Allegheny Uprising	Allegheny Uprising	0	1939	\N	81	Adventure,History,War
tt0031034	short	Allegro	Allegro	0	1939	\N	2	Short
tt0031035	movie	Almost a Gentleman	Almost a Gentleman	0	1939	\N	64	Action,Crime,Drama
tt0031036	short	Always Kickin'	Always Kickin'	0	1939	\N	7	Animation,Short
tt0031037	movie	Amangeldy	Amangeldy	0	1939	\N	84	Drama
tt0031038	movie	The Amazing Mr. Williams	The Amazing Mr. Williams	0	1939	\N	80	Comedy,Drama,Mystery
tt0031039	movie	Ambush	Ambush	0	1939	\N	82	Crime,Drama,Film-Noir
tt0031040	short	Ametralladoras	Ametralladoras	0	1939	\N	15	Documentary,Short
tt0031041	movie	L'amore si fa così	L'amore si fa così	0	1939	\N	80	Comedy,Romance
tt0031042	movie	Amores de juventud	Amores de juventud	0	1939	\N	109	Comedy
tt0031043	movie	Andy Hardy Gets Spring Fever	Andy Hardy Gets Spring Fever	0	1939	\N	85	Comedy,Family,Romance
tt0031044	short	Angel of Mercy	Angel of Mercy	0	1939	\N	10	Biography,Drama,Short
tt0031045	movie	Angels Wash Their Faces	The Angels Wash Their Faces	0	1939	\N	86	Drama,Romance
tt0031046	movie	Animali pazzi	Animali pazzi	0	1939	\N	72	Comedy
tt0031047	movie	Another Thin Man	Another Thin Man	0	1939	\N	103	Comedy,Crime,Mystery
tt0031048	movie	Anthony the Last	Anton, der Letzte	0	1939	\N	91	Comedy
tt0031050	movie	Arditi civili	Arditi civili	0	1940	\N	90	Drama
tt0031051	movie	The Arizona Kid	The Arizona Kid	0	1939	\N	61	Western
tt0031052	movie	Arizona Legion	Arizona Legion	0	1939	\N	58	Western
tt0031053	movie	Der arme Millionär	Der arme Millionär	0	1939	\N	89	Comedy
tt0031054	movie	Arrest Bulldog Drummond	Arrest Bulldog Drummond	0	1938	\N	57	Adventure
tt0031055	movie	The Arsenal Stadium Mystery	The Arsenal Stadium Mystery	0	1939	\N	84	Comedy,Crime,Sport
tt0031056	short	Art Gallery	Art Gallery	0	1939	\N	9	Animation,Comedy,Family
tt0031057	short	The Ash Can Fleet	The Ash Can Fleet	0	1939	\N	11	Biography,Short,War
tt0031058	movie	Ask a Policeman	Ask a Policeman	0	1939	\N	83	Adventure,Comedy,Crime
tt0031059	movie	Her First Love	Assenza ingiustificata	0	1939	\N	90	Comedy
tt0031060	movie	At the Circus	At the Circus	0	1939	\N	87	Comedy,Musical
tt0031061	movie	House of Mystery	At the Villa Rose	0	1940	\N	74	Drama,Mystery
tt0031062	movie	Tumult in Damascus	Aufruhr in Damaskus	0	1939	\N	103	Drama,War
tt0031063	short	Auto Antics	Auto Antics	0	1939	\N	10	Comedy,Family,Short
tt0031064	short	The Autograph Hound	The Autograph Hound	0	1939	\N	8	Animation,Comedy,Family
tt0031065	short	The Awful Goof	The Awful Goof	0	1939	\N	20	Comedy,Short
tt0031066	movie	Babes in Arms	Babes in Arms	0	1939	\N	94	Comedy,Musical
tt0031067	movie	Bachelor Mother	Bachelor Mother	0	1939	\N	82	Comedy,Romance
tt0031068	movie	Back Door to Heaven	Back Door to Heaven	0	1939	\N	85	Crime,Drama
tt0031069	movie	Backfire	Backfire	0	1939	\N	\N	\N
tt0031070	movie	Bad Boy	Bad Boy	0	1939	\N	70	Crime,Drama
tt0031071	movie	Bad Lands	Bad Lands	0	1939	\N	70	Action,Drama,Western
tt0031072	movie	Bad Little Angel	Bad Little Angel	0	1939	\N	72	Drama
tt0031073	movie	Baghi	Baghi	0	1939	\N	\N	\N
tt0031074	movie	Balalaika	Balalaika	0	1939	\N	102	Musical,Romance
tt0031075	movie	Ball at the Castle	Ballo al castello	0	1939	\N	95	Drama,Romance
tt0031076	movie	Banana-da-Terra	Banana-da-Terra	0	1939	\N	75	Comedy,Musical
tt0031077	movie	Band Waggon	Band Waggon	0	1940	\N	85	Comedy,Musical
tt0031078	short	Bandits and Ballads	Bandits and Ballads	0	1939	\N	17	Short,Western
tt0031079	movie	Die barmherzige Lüge	Die barmherzige Lüge	0	1939	\N	87	\N
tt0031080	short	The Barnyard Brat	The Barnyard Brat	0	1939	\N	6	Animation,Short
tt0031081	movie	Il barone di Corbò	Il barone di Corbò	0	1939	\N	75	\N
tt0031082	movie	Barricade	Barricade	0	1939	\N	71	Adventure,Drama,Romance
tt0031083	short	Bars and Stripes Forever	Bars and Stripes Forever	0	1939	\N	7	Animation,Comedy,Family
tt0031084	movie	Beating Heart	Battement de coeur	0	1940	\N	97	Comedy,Drama
tt0031085	movie	Heartbeat	Batticuore	0	1939	\N	87	Comedy,Drama
tt0031086	short	Beach Picnic	Beach Picnic	0	1939	\N	8	Animation,Comedy,Family
tt0031087	short	The Bear That Couldn't Sleep	The Bear That Couldn't Sleep	0	1939	\N	9	Animation,Comedy,Family
tt0031088	movie	Beau Geste	Beau Geste	0	1939	\N	112	Action,Adventure,Drama
tt0031089	movie	Beauty for the Asking	Beauty for the Asking	0	1939	\N	68	Drama,Romance
tt0031090	movie	Freed Hands	Befreite Hände	0	1939	\N	99	\N
tt0031091	movie	Behind Prison Gates	Behind Prison Gates	0	1939	\N	63	Action,Adventure,Crime
tt0031092	movie	Bel Ami	Bel Ami	0	1939	\N	96	Drama
tt0031093	short	Believe It or Else	Believe It or Else	0	1939	\N	8	Animation,Comedy,Family
tt0031094	movie	Pretty or Plain They All Get Married	Belle o brutte si sposan tutte...	0	1939	\N	75	Comedy
tt0031095	movie	Beware Spooks!	Beware Spooks!	0	1939	\N	65	Comedy,Crime,Romance
tt0031096	movie	Bialy Murzyn	Bialy Murzyn	0	1939	\N	85	Drama,Romance
tt0031097	movie	The Big Guy	The Big Guy	0	1939	\N	78	Crime,Drama,Romance
tt0031098	movie	Big Town Czar	Big Town Czar	0	1939	\N	66	Mystery
tt0031099	short	The Bill of Rights	The Bill of Rights	0	1939	\N	21	Drama,History,Short
tt0031100	movie	Bionda sotto chiave	Bionda sotto chiave	0	1939	\N	74	Comedy
tt0031101	movie	False Rapture	Black Eyes	0	1939	\N	80	Drama,Romance
tt0031102	movie	Blackmail	Blackmail	0	1939	\N	81	Crime,Drama,Thriller
tt0031103	movie	Blackwell's Island	Blackwell's Island	0	1939	\N	71	Comedy,Crime,Drama
tt0031104	movie	Blind Alley	Blind Alley	0	1939	\N	69	Crime,Drama,Film-Noir
tt0031105	movie	Blind Folly	Blind Folly	0	1939	\N	\N	Comedy
tt0031106	movie	Blondie Brings Up Baby	Blondie Brings Up Baby	0	1939	\N	68	Comedy,Family
tt0031107	movie	Blondie Meets the Boss	Blondie Meets the Boss	0	1939	\N	75	Comedy,Family,Music
tt0031108	movie	Blondie Takes a Vacation	Blondie Takes a Vacation	0	1939	\N	69	Adventure,Comedy,Family
tt0031109	short	The Blue Danube	The Blue Danube	0	1939	\N	7	Animation,Family,Music
tt0031110	movie	Blue Montana Skies	Blue Montana Skies	0	1939	\N	56	Action,Music,Romance
tt0031111	movie	Boefje	Boefje	0	1939	\N	94	Crime
tt0031112	movie	Bohemios	Bohemios	0	1939	\N	80	Musical
tt0031113	short	The Bookworm	The Bookworm	0	1939	\N	8	Animation,Comedy,Family
tt0031114	movie	Bors István	Bors István	0	1939	\N	99	Comedy,Drama
tt0031115	movie	Boy Friend	Boy Friend	0	1939	\N	70	Comedy,Crime,Drama
tt0031116	short	Boy Meets Joy	Boy Meets Joy	0	1939	\N	17	Musical,Short
tt0031117	movie	Boy Slaves	Boy Slaves	0	1939	\N	72	Action,Adventure,Crime
tt0031118	movie	Boy Trouble	Boy Trouble	0	1939	\N	75	Comedy,Drama,Family
tt0031119	movie	Boys' Reformatory	Boys' Reformatory	0	1939	\N	62	Drama
tt0031120	movie	Bridal Suite	Bridal Suite	0	1939	\N	70	Comedy,Romance
tt0031121	movie	Broadway Serenade	Broadway Serenade	0	1939	\N	114	Drama
tt0031122	movie	The Bronze Buckaroo	The Bronze Buckaroo	0	1939	\N	58	Action,Adventure,Music
